koorts	35
Vocal outbursts	35
iron taste mouth	35
Dark urine	35
Muscle pain tummy	35
trillen	35
Hartkloppingen	35
benauwd	35
vermoeidheid	35
woozy tachycardia 	35
trigeminal neuralgia	35
severe shoulder pain	35
haaruitval	35
can't wake up 	35
choking from reflux	35
Gravel Pit Voice	35
peeing a lot	35
diarrhoea 	35
kaakklemmen	35
toilet 	35
ms hug	35
spier slapte	35
flexaril	35
jeuk	35
nachtmerries	35
cracking neck	35
mostly bedridden	35
buikpijn laag	35
Aching joints	35
house bound	35
lips dry and peeling	35
Shin splints	35
Uveitis	34
spasmes	34
coated tongue	34
undigested food	34
Stiff eye and brow	34
Urethra pain	34
left leg numbness	34
Random Body Pain	34
rechter hand	34
Difficult wakeup	34
weakness on legs	34
left hand tingling	34
Blocked ears	34
rugpijn midden	34
rechter voet	34
Dysmenorrhea	34
Bowel movement	34
schouders	34
linkerbeen 	34
linker hand	34
rugpijn hoog	34
Orthostatic Hypotension	34
dyspnea	34
cranky as a mofo	34
back pain (breathing)	34
buikpijn hoog	34
Voice Changes	34
Burning legs	34
Anger or irritability	34
emotional numbness	34
Struggle to focus	34
Weird new pain 	34
Temperature Fluctuations	34
difficulty emptying bladder	34
loss of interest	33
Bladder function	33
shoulder and neck tightnesd	33
sores on roof of mouth 	33
rugpijn laag	33
clumsy	33
hand itches	33
tick	33
trouble chewing	33
right leg numbness	33
stomach cramps 	33
face tension	33
Over eating	33
rechterbeen	33
rechter arm	33
constant hunger	33
Difficulty standing	33
arm pain 	33
muscle tightness left arm 	33
Musculur Aches & Pains	33
Right side headache	33
linker arm	33
Gas / Bloating	33
linker voet	33
Eye redness	32
fear	32
heavy arms	32
antisocial	32
10,000 steps managed?	32
ear drainage	32
swelling 	32
chest cough	32
Twitchy eye	32
Heavy Bleeding 	32
Brain Blinks	32
Tingling hands / legs	32
Cognitive impairment	32
muscle heavness	32
tachycardic	32
facial inflammation	32
Obsessive Food Thoughts	32
dry / itchy eyes	32
Fistula	32
Anxiety/ low mood	32
Body Odor	32
Feeling of impending doom	31
Red toes	31
Hyperacusis	31
Red fingers	31
craving acid	31
Eye abrasion	31
Right eye nerve pain	31
Coccydynia	31
productivity	31
White toes	31
Blue toes	31
Self-Isolating Behavior	31
Diaphragm pain	31
epididimal pain	31
Twitchy nose	31
prednisone side effects	31
Ache in right forearm or wrist	31
sharp, stabbing abdo pains	31
Ache in left forearm or wrist	31
Flat, unmotivated	31
profuse sweating while sitting/standing	31
Blue fingernails	31
Itchy red welts on toes	31
Shakiness 	31
Ache in right knuckles	31
rib tightness	31
Ache in right upper arm or elbow	31
Core cramping/tension	31
Erectile Dysfunction	31
scatterbrainedness	31
nausées	31
Right hand stiffness	31
gas/bloating	31
knuckle swelling	31
Flaky eyebrows	31
Short Term Memory	31
creative energy	31
opsoclonus	31
swollen knees	30
gross motor skill issues	30
sacroiliac ache	30
Feeling low	30
Tingling in hands, feet and face	30
painful hands	30
over sleeping	30
White fingers	30
slowed speech	30
fine motor skill issues	30
Strange behavior	30
Non-epileptic Seizures	30
sore scalp	30
hyped, overactive mind	30
sura uppstötningar	30
Leg ache	30
Starving/Restricting 	30
Fuzzy brain, forgetful	30
migrane	30
Claustrophobia	30
moodswings	30
Phlegm	30
Irritable 	30
D Warmth	29
behavioral issues	29
tachycardia 	29
Weather	29
Pain radiating into quad	29
Sleep Quality / Length	29
b2b disconnect	29
ear popping	29
eye turning in	29
lack of self care	29
Flaccid Hang	29
left upper arm pain and tightness	29
memory disorder	29
Overly self confident	29
upper arm muscle pain	29
Feeling bad about self	29
Vulvar Itching	29
tremulous	29
Test Hang	29
Muscle Strength / Tone	29
Libido / S Desire	29
overly talkative	29
Heart Palps	29
backpain	29
Behcets 	29
Little interest in things	29
bladder problem	29
right upper arm pain and tightness	29
D Life / Bloodflow	29
lack of self confidence	29
pelvic floor muscle spasm	29
sound hypersensitivity 	29
Spontaneous Erec	29
Abdominal cramping	29
General pain/stiffness in whole body	29
trouble walking	28
psoriasis face	28
itchy eyelids	28
Bladder failure	28
Morning Wood	28
Lie down now or fall down	28
urticaria on hands and arms	28
travel sickness	28
Bingeing	28
Flashbang sound	28
isolation	28
Risky behavior	28
Heaviness in hands	28
left leg weakness	28
sueurs froides	28
Fibro pain in neck	28
numbness leg	28
Fibro pain in arms	28
vivid dreams and nightmares	28
stumbling over Words	28
Extreme dry mouth	28
Splitting 	28
Fibro pain in back	28
Wake up Pain	28
swollen rib	28
Pneumonia	28
right ankle not popping	28
Bowel failure	28
Sublexations	28
pelvic discomfort	28
toilet time	28
Bronchitis	28
burning in joints	28
Fibro pain in legs	28
pain genral	28
low self-esteem	28
Psoriasis torso	28
oxy	28
Leg sores	28
Pinching pain	28
Dislocated ankle	28
cold spells	28
Allergic dermatitis	28
sunburn feeling	27
Sharp Pain	27
Ingrown nails	27
Right SI joint pain	27
Abdominal Pain (Right Side)	27
Throat tickle	27
Disturbed sleep	27
si joint	27
right forefinger pain	27
bursitis	27
sore body	27
Calf weakness	27
pancreatic	27
visual and audio disturbances	27
hands pins and needles	27
back ache	27
Anger self	27
Left SI joint pain	27
Sore ankle	27
zofran	27
Period cramps	27
eating issues	27
Excessive Burping	27
teeth sensitive to hot and cold	27
Abdominal Pain (Left Side)	27
Low Blood Pressure 	27
numbness in limbs	27
Vertical ridges on the fingernails	27
legs hurt	27
Anger others	27
Overwhelmed/anxious	27
Menstration	27
lower left abdominal pain	27
Circulation issues	27
Loss of taste sensation	27
fingers stiff and stuck in straight position	27
purple 	27
pain to touch	26
stress or anxiety	26
sore neck	26
Leg & Hip pain	26
sternumn pain	26
neck discomfort	26
sound sensitivity 	26
aching	26
Foggy head	26
Swollen lip	26
pain everywhere	26
difficulty staying asleep	26
Muscoloskeletal Pain	26
derealisation	26
Ribcage pain	26
pain from breathing	26
leg cramping	26
Intestinal discomfort	26
Ptosis	26
GI issues 	26
Hip tightness	26
Pain in salivary glands	26
Arrhythmia	26
 confusion	26
Thermoregulatory issues	26
joint clicks	26
red eye	26
bruxism	26
stabbing bladder pain	25
rituals	25
Clinginess	25
speech issues	25
flash back	25
Nightmare	25
hand and wrist pain	25
lymph pain/swelling	25
stomach pain 	25
nostril irritation	25
Snoring	25
Rosacea	25
jerking	25
worse in morning	25
facial/neck muscle spasms	25
emotional sensitivity	25
sinus congestion/pain 	25
Pain in legs	25
swallow issues	25
cervical dystonia	25
Sore hands	25
Face - pain	25
worse in evening	25
possible delusions	25
Phonophobia	25
Aural fullness	25
depressive episode	25
red	25
Shortness of breath 	24
Loss of temperature sensation	24
light/ color sensitivity	24
Water Weight	24
Sudden onset cramps in belly	24
rubbing eyes	24
Motion Sickness	24
Emotional Instability	24
chronic back pain	24
bed sweat	24
sudden urination	24
Trapped nerve	24
Hypervigilance 	24
urticaria	24
crying freak outs	24
Nightmares 	24
Withdrawn	24
hypnagogic hallucinations	24
back of head pain	24
Muscle twitching/spasms	24
Dissociation 	24
mucas	24
right calf pain	24
explosive gas	24
Intrusive thoughts  	24
crampes /diarrhée	24
throbbing pain	24
left shoulder blade pain	24
loneliness	24
subluxations	24
general aching joints	24
lip biting	24
hot feet at night	24
arm/shoulder/collarbone pain	24
low pain on sitting	24
Pale skin	24
numb arm	24
emotional eating	24
jaw dislocation	24
Shoulder tip pain	24
heavy eyes	24
wheeze	24
impaired speech	23
Tingling (legs/butt)	23
facial redness	23
Numbness in Fingers	23
Alogia	23
Distended belly	23
tingling numbness in leg	23
Heart Palpitations  (pounding)	23
Confusion 	23
lowwer stomach trouble	23
Gastroparesis 	23
Ear Vibrations	23
Nasal sores	23
OCD Tendancies	23
Green Finger	23
foot spasm	23
tingling legs and feet	23
Pericarditis	23
Shaking (head)	23
trouble breathing	23
lower teeth pounding; pressure	23
bladder pressure	23
Interrupted Sleep	23
Weird Sensations	23
Tingling (other)	23
Hives.	23
Drooling	23
blind spots	23
Fatigue (extreme)	23
Heart Palpitations  (irregular heartbeat)	23
blood spots in eyes	23
Prickly Itch	23
Nausea & Vomitting	23
Itching palate	23
PEM - from Mental or Emotional Strain	23
Inner trembling	23
Disconnected  (hands)	23
Hormone surge	23
warm left knee	23
skin ulcers	23
Tingling (hands/feet)	23
The switch	23
Overall pain	23
upper teeth pounding; pressure	23
Trapped abdominal gas pains	23
thick coating on tongue	23
weather triggers flares	23
Excessive Hunger	23
Shooting nerve pain down legs	23
pulsatile tinnitus	23
Nausea after exertion	23
Ear flushing	23
RLS	23
Rash (hand)	23
balance 	22
Frequent Night time Urination 3+	22
bad energy	22
Rapid resting heart rate	22
Dizzy spell	22
migraine evening	22
pain behind eyes	22
right breast pain	22
Food is hard	22
leg tremors	22
head swelling	22
Full body ache	22
pvcs	22
involuntary spasms	22
Difficulty starting to speak	22
pains in limbs	22
fever 	22
Temperature control	22
Vulva pain	22
difficulty going to sleep	22
Bradycardia	22
Neg-Stimming	22
Drop Attacks 	22
attack of breathing	22
Wrists painful to move 	22
chills 	22
bowel gurgles	22
arm tremors	22
Difficulty focussing	22
rapid eye movement	22
Rotator Cuffs Painful to Move	22
cold ache	22
Dehydrated	22
talking in a different voice	22
IBS pain	22
Easily irritated with others	22
lichtgevoeligheid	22
Heart Palpitations w/Dizziness 	22
Jackal Voice	22
Myofascial Points	22
warmth in thighs	21
fatigue morning	21
Poor Proprioreception	21
coldness in extremities	21
Blood pressure	21
sores in mouth	21
migraine morning	21
heavy head	21
anxiety/depression attack	21
Instability	21
high pitch ear ringing	21
kidney stones	21
Shoulder tightness	21
Stomach spasms	21
loose	21
Sleep Problems 	21
side pain-left	21
poor emotion regulation	21
occipital pain 	21
Stabbing headache	21
Vomiting blood	21
Excessive talking	21
White tongue	21
Post-Shock weakness	21
temperature-sensitive lower body	21
bladder incontinence	21
puffy face	21
Jaundice	21
Bright eyes	21
Acne 	21
Period Flow	21
hands swelling	21
Exercise	21
Breathing difficulty	21
Scalp sores	21
sublaxing joints	21
Lack of emotional expression	21
knee jerking	21
arm rash	21
Panic attack 	21
urgent bowel movement	21
cold chills	21
Depigmentation of skin	20
cold sweats	20
Heat flashes	20
stomachache	20
dry skin in ears	20
flu with no flu feeling	20
sinus bleeding	20
R outer thigh pain	20
fatigue eveing	20
Extreme tiredness	20
lupus butterfly rash	20
cold arms	20
apthous ulcers	20
Feeling like having a reaction	20
fragmented sleep	20
Fear of Abandonment	20
Anxious mood	20
temporal headache	20
numbness/tingling	20
Exertional headache	20
Trauma related anxiety	20
Legs buckle	20
finger stiffness 	20
sore wrist	20
cognitive distortions	20
Fell twice	20
coughing blood	20
night wakings	20
tender abdomen	20
tired eyes	20
low bp	20
numb tongue	20
💩	20
GI issues	20
impulsive thoughts	20
puffy	20
Random aches and pains	20
heart palpitations 	20
hand and foot discoloration	20
hand cramps	20
"Mouth corners cracking open ""Joker Mouth"""	19
Back pain from shoulder Immobilizer	19
sore teeth	19
Hand Rash	19
ADHD	19
Eye, sinus, jaw pain	19
ears full / popping	19
lump lower left abdomen	19
stroke symptoms	19
limb twitching	19
Occipital headache	19
clenched jaw	19
Ear feels full	19
left thigh pain	19
cold flash	19
muscle weakness legs	19
confused	19
hot skin	19
Hairy tongue	19
painful feet	19
lower body nerve pain	19
color changes	19
burning balls of pain in muscles	19
neck weakness	19
Ear fullness	19
allergy eyes	19
chest sore upon waking	19
muscle weakness arms 	19
fluish	19
Increase in falls	19
Prickling, stinging, burning legs or arms	19
under eye skin rash	19
reflux	19
Joint laxity	19
jaw clicks	19
skin hurts	19
Olfactory hallucinations	19
shoulder and neck pain. 	19
upper body nerve pain	19
Coccyx pain	19
itchy hands	19
Sleeping during day	19
light headness	19
myoclonis seizures	19
burning arms 	19
Migraine hangover	19
Emotional detachment	19
bluish lip color	19
vomiting 	19
defensive	19
Decrease in hearing	19
Cold sores	18
kneck pain	18
verdauungsprpbleme	18
Light sensitivity 	18
Upper abdominal gas pains	18
hard stool	18
burning face with freezing body	18
night stiffness	18
morning/afternoon sensitivity to sunlight	18
trouble staying asleep	18
neck pain and numbness	18
numbless feet	18
morning sick	18
fluttering eyelids	18
esphogus spasms	18
Muscle trembles	18
no strength	18
right jaw popping; painful to chew	18
left jaw popping; painful to chew	18
left thigh spasm and pain	18
drop foot	18
Feel fragile	18
Low urine output	18
blood rush in ears	18
underarms	18
hand & foot pain	18
Sonophobia	18
Glute pain	18
Light/Noise/Smell Hypersensitivity	18
Audiosensitivity	18
numb fingertips	18
Itchy joints	18
right thigh spasm and pain	18
stiff aching neck	18
numbness arms/legs	18
epigastric pain	18
morning cough	18
Still Neck/Shoulders	18
Body Stiffness (throughout day)	18
body jelly	18
hypertension	18
epigastric nausea	18
fighting	18
aching legs 	18
right sided head pain	18
Difficulty typing	18
Trouble catching breath	18
Difficulty getting to sleep	18
hoarsness	18
poor circulation in LE	18
bowel frequency	18
visible heart beat	18
Picking at skin	18
body aches 	18
really hard to get out of bed	18
eye and teeth inflammation	18
Getting Up - General Feeling	18
TB	18
grip weakness	18
corneal erosions	18
Finger Inflammation	18
Trouble reading	18
Pelvis Subluxing	17
Ankle locking	17
Finger Aches	17
ears clogged	17
Pelvic Floor Flare-Up	17
swollen gums	17
Tender Lymph Nodes in Arm Pit	17
Tics	17
Sciatica Pain	17
Ovarian cyst pain	17
cuboid pain	17
Pain when urinating 	17
burning of ears in the middle of night	17
Letters transposed	17
SIJ subluxing	17
neasiated 	17
L'hermitte's sign	17
Sprain	17
trouble focusing	17
Eye Thing	17
Hypersensitivity	17
Swollen tonsils	17
drooping eyelid	17
anisocoria	17
Bleeding hemorrhoid 	17
cracked lips	17
excessive blinking	17
Menstrual clotting	17
energy levels in evening	17
Cold nose/Fingers	17
Itchy inner ears	17
Esophageal Reflux 	17
lack of hunger	17
swollen face morning	17
Red eyes	17
Shakes in morning	17
Swollen left knee	17
Atlas Pain	17
sharp mid back pain	17
Triger finger	17
Painful BM	17
neuralgia	17
Light headedness	17
Drainage in throat	17
Electrical buzzing 	17
Tight Throat	17
Swollen feeling	17
Hemerroids	17
Knee pain right	17
Nervosité	16
Crack at left mouth commissure	16
tender scalp	16
Scalp Pruritus	16
Hyperacousie	16
hyperosmia	16
chest pain right side	16
cannot cool down	16
ovulation pain	16
early morning wakening	16
ankle stiffness	16
Facial Pimples	16
Hypersensibilité aux odeurs	16
feet inflamation and tingly burning 	16
swelling eyes	16
Ingrown hairs - bikini line	16
Sensation de fièvre	16
swollen uvula	16
overwhelming sadness	16
Sensation nauséeuse	16
Tired legs 	16
Body Stiffness (morning)	16
imbalance	16
pelvic floor tightness	16
visual aura	16
Stinging eyes	16
dry scalp	16
Butterfly Rash 	16
Heel / arch pain	16
TIA 	16
vision issues	16
Loss of speech	16
Wart	16
Post-op shoulder surgery pain	16
Sore shoulders	16
anal fissures	16
Burning lips	16
Pruritus	16
Side pain	16
Back Pimples	16
Overgrown Cuticles	16
blepharitis	16
sore index finger	16
rt shoulder pain	16
vagina raw/dry sensation	16
Swollen right knee	16
Chills left leg 	16
urine foaming	16
Temperature dysregulation	16
skin picking 	16
Difficulty making decisions	16
chest pain/heaviness	16
burning bumps on chest	16
Dilated Capillaries	16
Leg Edema	16
feeling grey	16
Words in wrong order when speaking	16
ear itch	16
Heliotrope Eyelids	16
Hypersensibilité	16
Joint Pain Knees	16
night eating	15
sore elbow	15
Exzema	15
numbness feet 	15
Restricted Breathing	15
Burning knees	15
Spots	15
carpal tunnel	15
cold hands and feet	15
bad sleep	15
Upper abdominal burning	15
dry scalp and skin	15
dysautonomia 	15
cervical pain	15
epigastric itching 	15
period pain 	15
morning joint pain	15
Hormonal outbursts	15
Foot fungus	15
Numb or painful hands	15
Easily raised HR	15
short luteal phase 	15
Puffy eyes	15
neurological symptoms	15
Abdominal bloating	15
epigastric burning	15
low bbt 	15
feminine cramping 	15
Body Dysmorphia	15
red bumps	15
neck/left arm pain/freeze	15
discoloration 	15
weak nails	15
headache - medium	15
Productive cough	15
Mack truck morning	15
Burnin legs	15
lft hip pain	15
Difficulty following a story line	15
Gottron’s Papules	15
leg pain (femoral artery)	15
Eye discharge	15
head rush	15
Tmj	15
Suicide	15
weepiness	15
sun sensitivity 	15
Anaphalaxis	15
Nerve Pain 	15
nasal allergies	15
Uncontrollable sleep	15
Sleep issues	15
Loose left knee	15
Bitter taste	15
Hairloss	15
neck pops	14
gurgley stomach	14
shoulder joint pain	14
congestion only at night 	14
Dark Spots in Vision 	14
Excessive Gas Passing	14
Tense Muscles	14
Reactive eating 	14
front rib pain 	14
Mutism	14
Sensitivity-Hearing	14
Woke from sleep	14
trouble getting to sleep	14
Hand Finger Ache	14
plantar fascitis	14
Leg spasms	14
right upper leg pain	14
heavy vaginal bleeding	14
Out of bed on time	14
Pseudo paralysis	14
feet / ankles hurt/ sore	14
Teeth Clenching	14
clentching pain	14
Numbness in back	14
pain when deep breathing	14
Hoarse voice	14
flooding	14
Alertness	14
excessive b	14
Nasal bleeding/sores	14
Getting Lost	14
seeing stars	14
Thunderclap headache	14
Brain dissociated feeling	14
diaphragm spasm	14
right eye pain	14
poop	14
bad breathing	14
clots	14
Stool	14
Binge 	14
left shoulder ache	14
Watching too much TV	14
Hyperinsulinemia	14
hip pain 	14
Stomach hardness 	14
dizzy 	14
left abdominal pain	14
Breast Swelling	14
upper respiratory infection	14
hsv outbreak	14
sores	14
Low level headache	14
stomach noises	14
Excessive ear wax	14
white heads	14
In bed on time	14
Limb Weakness	14
back rib pain 	13
Awakenings	13
spending money	13
Right Kidney Pain	13
Pulsatile Tinnitus 	13
Lactic acid	13
High eye pressure	13
Blood Shot eyes	13
bradykinesia	13
weight change / retention	13
numb arms 	13
median nerve damage	13
Wrinkles	13
swollen neck	13
urinary hesitancy	13
Red joints	13
oedema	13
unable to focus	13
Morning nausea	13
Overall Mood	13
Stress in Bed No Reason	13
Forgetfullness	13
face picking	13
Left Shoulder Pain 	13
Tender Areas	13
Twitching, jumping	13
CE	13
Muscle jerks	13
Urgency 	13
dry red patch above left eye	13
Lichen Sclerosus Flare	13
Dysarthria	13
Herpes	13
Dissociating 	13
Gravity has Tripled	13
Body Stiffness (evening)	13
parathesis	13
swollen feet	13
hair falling out	13
left foot numb	13
Gases	13
leg pain numbness burning	13
Distractability	13
HSV1 Flare	13
Post-scratch Hives	13
Thoracic pain	13
Drop Attack	13
back acne	13
Eye ache	13
Vestibular 	13
Emotional State	13
Facial Acne	13
Left elbow ache	13
Photosensivity	13
uppper back pain	13
blood	13
Droopy eyelids	13
Erythema nodosum	13
Compulsion	13
wart pain	13
phantom smells	13
Eye flicks	13
Hand/arm spasticity	13
heaviness	13
heavy legs in morning	13
Bowel 	13
hives on arm	13
Need to lay down	13
broken foot	13
right ankle swell	12
left calf muscle or shin pain	12
high pain levels	12
left hand swelling	12
Amount of sleep	12
Skin	12
cold toes	12
Restriction	12
Numbness hands or feet	12
feeling despair	12
Hip Instability	12
Feeling feverish	12
coat hanger pain	12
numbness right hand	12
Pain in the arse	12
left ankle swell	12
upper arm dermatitis	12
angular cheilitis	12
fullness in ears	12
slight swollen gland left ar night	12
hot face & ears	12
Skin tenderness	12
involuntary gagging	12
elbow swelling	12
Sweet breath	12
light flutters in eyes	12
right hand swelling	12
dull ache	12
Emotionally Detached	12
sore throat at night	12
right calf muscle or shin pain	12
jaw discomfort	12
Gastric Pain	12
feeling bloated	12
energy levels low in the am/afternoon	12
Wrist Instability	12
Cervical (neck) Instability	12
Right hand numb, swollen	12
headache - strong	12
right elbow dominant trouble	12
Overall Health Score Inside	12
comprehension	12
extreme dry mouth ar night	12
Vision abnormalities	12
Leg twitching	12
obstipation	12
depth perception 	12
Discoloration	12
Locked Jaw	12
hair falling out 	12
pain both legs	12
Low-grade fever	12
right arm numbness	12
food repulsion	12
Throwing up	12
facial nerve pain	12
Leaden Paralysis	12
Eyes rolling 	12
Joint	12
Shoulder Instability	12
elbows tender	12
finger and hand pain	12
menstrual bleeding	12
Anal bleeding	12
body skin itchy	12
left elbow dominant trouble	12
stomach cramping	12
Dysuria	12
fiery mouth	12
Geographic Tongue	12
Stomach aches	12
Localized Pain	11
tongue coating thick	11
ankle weakness	11
malise	11
Fluid on joints	11
hand twitch	11
junk food craving	11
hyperhidrosis	11
leg discomfort	11
Shallow breathing	11
numbness arms and legs	11
breathing difficulty 	11
difficulty getting full breath	11
Head tilt	11
yellow mucus	11
Fluctuating Weight	11
Femur pain	11
"""Jelly Belly"""	11
Irregular Bleeding	11
Dizziness/lightheadedness	11
headache from sunlight after 15 mins.	11
flaring arms	11
Delusions / Paranoia	11
Finger pain/stiffness	11
deaf in left ear	11
food sensitivities	11
Sleep attacks	11
limited mobility	11
Low body heaviness stiffness	11
muscle tenderness 	11
change in size of calcium deposits	11
trigger finger 	11
Humor	11
skin on fire	11
heavy lungs	11
Lightheaded/dizzy	11
Left Foot Numbness	11
ankle  pain	11
anal inflamation	11
sensitive to sound	11
Facial twitching	11
Swollen Backs of hands	11
Choking	11
bloated & gasy 	11
head shocks	11
burning and sensitive skin on legs	11
Left Shoulder Dislocation	11
left and right wrists	11
numbness and tingling in face	11
sensitive to heat	11
Trouble holding focus/attention on task	11
Instant forgetting	11
Swollen Abdomen	11
pain in chest area	11
Dyspepsia	11
limited range of motion 	11
Stools hard	11
Black Spots	11
ED Thoughts / Behaviours	11
intestinal spasms	11
Lack of sweating	11
Visual disturbance	11
trouble focusing eyes	11
nausea/retching/	11
Lupus	11
Arm twitching	11
cognitve	11
Foul smelling urine	11
Buzz in ears	11
Hard to wake up	11
sensitive to light	11
Panic 	11
less energy	11
Dental Issues	11
Pain neck	11
Vulvodynia Pain	11
Stools loose	11
Damp energy (white tongue) 	11
Shakes	11
extremely hot	11
Poor recall	11
low heart rate	11
tingling in nose	11
jaw shifting	11
vertigo 	10
Intestinal gas	10
Herxing	10
Capacité à travailler de jour	10
fingers locking	10
Abdominal muscle 	10
drained	10
cognition issues 	10
Jerks	10
nerve pain left	10
hand pain 	10
Maux de Tete / Migraine	10
uterus pain	10
Cramping 	10
Right Shoulder Dislocation	10
Capacité à travailler de nuit	10
axiety	10
swollen belly	10
itching skin mostly at night	10
Sore ears	10
raideurs	10
piles	10
neck fizzing	10
sore ankles	10
Allydonia	10
overactive saliva	10
pins and needles 	10
Spinal pain 	10
Sinus blockage	10
Shr	10
Physical depression	10
Gut Cramps	10
poor circulation	10
Mental anxiety 	10
numbness and tinglig in back	10
Major depression 	10
Words in wrong order	10
pre syncope	10
tandem gait	10
shooting pain in arms/joints	10
Joint ache	10
Dead D	10
flaky skin	10
balance with eyes closed	10
Burning sensation rt foot near heel	10
painful elbow	10
Hand tremor	10
Facilité d'apprentissage	10
bouncing	10
Struggle with reading	10
Capacité à lire	10
introversion	10
Capacité à regarder la TV	10
eustachian tubes congested	10
internal tremors	10
Mental depression 	10
ear congestion	10
inability to sit still	10
Faiblesse Musculaire	10
Abdominal tenderness	10
extremely cold	10
Feeling weak	10
Foot Drop	10
front left neck pain	10
toe numbness	10
itching 	10
tight arm and hand	10
prostatitis 	10
Episode	10
Sores in Nose	10
mental/emotional malaise	10
weakness extremities	10
dysphonia	10
lungs feel weak	10
time distortion	10
mood swings 	10
heavy body 	10
Insomnie	10
bruised muscles	10
sleeping too much	10
 Burning muscles	10
Bloody Nose Right Nostril	10
nail fungus	10
feeling annoyed	10
Athsma	10
tingling sensation in legs	10
Loss of consciousness	10
confused body temperature	10
skin pain 	10
stomach discomfort	10
attitude	10
despair	10
difficulty getting up	10
anal tears	10
lack of balance	10
swelling in hands	10
Sommeil en journée	10
girdle type pain	10
feeling energized	10
feeling depressed	10
Heat Flash	10
having trouble getting things done	10
Jumpy	9
sore teeth/gums	9
facial numbness 	9
Numbness or tingling in toes	9
calf soreness	9
Dialated Pupils	9
prickly sensation in upper back	9
Bowl movements	9
standing 15 min	9
Back Dermatitis	9
Tingling in hands, feet, and knees.	9
Itchy Hemorroid 	9
Chest Pain  	9
Blood Pooling 	9
Uncoordinated	9
pains in body	9
Avoidance Behavior	9
smoking	9
Hungover	9
Achilles tendon	9
Sinusitis 	9
cocyx pain	9
upper shoulder pain, left side	9
heavy bleeding	9
Physical exhaustion	9
legs twitching	9
slowness	9
eye dryness	9
leaking ear	9
full ears	9
Loss of motivation	9
achy legs/arms	9
gum sores - in front of teeth	9
pain when pooping	9
chronic chills	9
vaginal thrush	9
leg dragging	9
Seeking Behavior	9
Wind fever	9
Long Term Memory	9
Positional dizziness	9
Drainage of pus	9
Green Stool	9
neck lymph nodes swollen	9
Pain/discomfort with BM	9
pins and needles face	9
General muscle ache	9
Homicidal thoughts	9
cheeks flushed	9
Needed A Nap	9
vulvar burning when pressed	9
Generalised swelling	9
gagging	9
Alcohol consumption	9
frequent peeing 	9
spasms in legs	9
spelling/errors	9
Problèmes de Vision	9
Pain Storm	9
Left foot swelling	9
Antibodies	9
Injection site irritation	9
tandem gait with eyes closed	9
day time	9
Frustrated	9
Foot joint pain	9
hands tremble	9
painful knees	9
finger discolouration	9
numbness in hands and feet	9
Need to rest	9
tachicardia	9
decision fatigue	9
greasy skin	9
Left Temple pressure	9
Tingles	9
Blood Clots	9
Addictive behaviour	9
prickly sensation in scalp	9
Abdomen pain	9
Dread work	9
hydration	9
sleepy	9
lower right abdominal pain 	9
Idiopathic Stabbing Migraine	9
BLDG	9
peripheral pain	9
Collapsing	9
shoulder 	9
Sleep talking	9
Ear congestion 	9
pressure behind eyes	9
really hot when eating	9
Scalp Acne	9
coughing up color x2	9
Pain in feet	9
difficulty getting out of bed	9
siatica 	9
Facial/Lip Numbness	9
Low activation	9
Lucid dreams	9
legs trembling	9
Dysautonomia	9
Loud bowel sounds	9
Mal aux Jambes	9
Feeling Unsettled/Satisfied	9
swaying (like boat rocking)	9
swollen lymph nodes in groin	9
Redness across face	9
desperation	9
No shower this week	9
Bloody Nose Left Nostril	9
Slap happy	9
painful cellulitis	9
hamstring soreness	9
lower left abdominal pain 	9
random sharp pains	9
finger	9
Gorgon Flare	9
Good night sleep	9
light bleeding	9
breast burning	9
pain with peeing	9
torticolis	9
speech problems	8
* Arm Weakness 	8
ovulation Pain 	8
Shame	8
lack of adrenaline or fight/flight mode	8
feel like going to passing out	8
fatigue	8
tight shoulders	8
* Poor Appetite *	8
* Ear Pressure *	8
Unaware Self Harm	8
* Anxiety *	8
dermatographism	8
Craving Carbs	8
patchy dry skin	8
Cyst on Face infected	8
Catatonia	8
Sensitive to impressions	8
voices	8
Pinocchio strings	8
joint pain elbows	8
skin colour change	8
numbness right leg	8
night panic	8
toe cramps	8
gonfiore	8
sour / bad taste in mouth	8
swollen legs 	8
not able to focus	8
Woke in the night	8
S.A.D	8
Frequency	8
Talking problems	8
* Poor Balance *	8
erythromelalgia	8
Aches and Joint Pain	8
nerve pain legs	8
swollen face end of day	8
GI discomfort	8
loss of appetite 	8
zoning out	8
ligament and tendon pain	8
took it easy	8
tingling in arms	8
Vesicle on right hand	8
Leg and Arm pain	8
throat issues	8
* Brain Fog *	8
Fatigue en journée	8
upset stomach and motion sickness	8
Rumbling tummy	8
Too hot	8
Floaters in right eye	8
whole body aching	8
Humidity triggers dysautonomia symptoms	8
* Leg Weakness *	8
Physical Triggers	8
respiratory issues	8
difficultly going to sleep	8
waking up at night 	8
vomit acid	8
time loss	8
nocturia	8
Dypsnea	8
hair falling out more than normal	8
Snacking	8
nerve endings 	8
genital lesions 	8
Chronic UTI	8
right hand / wrist weakness	8
Overheating when typing upright	8
Brain Triggers	8
heavy thoughts	8
* Hand Weakness 	8
Reflux without eating	8
pain in top of forearms 	8
Increased sex drive	8
Breathless	8
sore right wrist	8
Sweating, nose running, dizzy while upright	8
Heart palpitations while standing	8
wrist swelling	8
medium bleeding	8
hurts to breath	8
Mal aux jambes circulation	8
Vocal tension	8
